Episode_Length_minutes,Host_Popularity_percentage,Publication_Day,Publication_Time,Guest_Popularity_percentage,Number_of_Ads,Episode_Sentiment
96.56,43.04,Tuesday,Afternoon,55.12,1.0,Negative
99.94,34.41,Friday,Morning,84.12,1.0,Neutral
42.25,41.79,Tuesday,Night,77.61,2.0,Neutral
108.81,93.14,Sunday,Night,60.05,1.0,Negative
80.28,98.59,Sunday,Night,,1.0,Positive
47.04,87.97,Tuesday,Morning,76.0,2.0,Positive
,72.55,Sunday,Evening,77.68,0.0,Positive
44.04,75.95,Monday,Night,99.78,0.0,Neutral
115.3,71.76,Monday,Night,81.66,1.0,Neutral
63.95,79.22,Sunday,Night,27.68,1.0,Neutral
113.73,90.65,Monday,Morning,,2.0,Negative
42.06,96.19,Sunday,Night,22.51,0.0,Positive
6.54,60.77,Thursday,Night,,0.0,Neutral
93.98,29.54,Wednesday,Afternoon,22.12,1.0,Neutral
46.56,69.9,Monday,Evening,35.51,1.0,Negative
19.45,22.43,Tuesday,Night,53.6,3.0,Positive
86.54,56.56,Thursday,Night,69.41,0.0,Negative
65.11,29.72,Wednesday,Evening,,0.0,Neutral
92.86,62.18,Monday,Morning,87.8,1.0,Negative
,93.96,Monday,Evening,,0.0,Positive
84.98,49.0,Tuesday,Evening,,1.0,Neutral
12.92,23.45,Thursday,Night,32.66,0.0,Negative
9.08,55.13,Wednesday,Afternoon,52.73,2.0,Positive
,23.82,Thursday,Night,69.0,0.0,Neutral
86.64,28.17,Wednesday,Morning,5.14,1.0,Neutral
47.03,98.35,Friday,Afternoon,93.17,0.0,Negative
6.51,85.58,Monday,Evening,62.95,3.0,Positive
46.2,51.72,Tuesday,Afternoon,70.79,3.0,Negative
79.29,76.79,Friday,Morning,,0.0,Positive
8.85,49.13,Tuesday,Evening,94.24,0.0,Neutral
7.75,86.68,Monday,Morning,30.36,1.0,Negative
,87.59,Wednesday,Night,69.72,1.0,Negative
96.74,86.71,Wednesday,Afternoon,,1.0,Positive
104.29,42.3,Tuesday,Night,52.45,3.0,Negative
39.05,20.25,Sunday,Night,85.67,0.0,Neutral
114.79,69.11,Saturday,Afternoon,80.86,2.0,Negative
,24.62,Friday,Afternoon,45.49,1.0,Neutral
12.93,71.67,Sunday,Afternoon,85.52,1.0,Neutral
91.13,23.21,Thursday,Morning,,1.0,Positive
43.14,24.23,Wednesday,Afternoon,31.51,1.0,Negative
71.26,50.08,Saturday,Night,,3.0,Positive
20.31,35.77,Wednesday,Night,59.27,3.0,Neutral
98.37,86.48,Wednesday,Morning,62.73,3.0,Positive
119.73,94.72,Thursday,Night,70.46,2.0,Neutral
50.99,21.31,Sunday,Morning,13.19,0.0,Negative
53.59,50.68,Sunday,Night,54.9,0.0,Neutral
70.92,63.87,Thursday,Afternoon,0.12,0.0,Negative
75.85,79.87,Tuesday,Afternoon,,0.0,Negative
41.85,73.36,Thursday,Morning,90.18,3.0,Positive
6.76,82.83,Saturday,Afternoon,23.63,1.0,Positive
16.46,47.48,Monday,Afternoon,36.76,1.0,Negative
66.59,36.59,Sunday,Night,29.26,2.0,Neutral
,88.38,Friday,Night,,1.0,Neutral
112.15,58.17,Saturday,Night,25.55,2.0,Neutral
39.57,29.25,Sunday,Morning,41.05,3.0,Positive
,83.82,Tuesday,Night,51.01,3.0,Neutral
114.01,80.18,Monday,Afternoon,22.72,0.0,Neutral
91.0,81.89,Sunday,Night,33.37,0.0,Positive
38.98,53.73,Sunday,Afternoon,48.29,1.0,Positive
102.69,68.73,Friday,Night,97.8,3.0,Negative
83.31,57.7,Monday,Evening,17.26,0.0,Neutral
72.78,29.92,Thursday,Evening,,1.0,Positive
59.7,79.58,Tuesday,Morning,70.32,2.0,Neutral
87.42,43.23,Saturday,Afternoon,,0.0,Negative
54.69,77.64,Sunday,Evening,95.61,0.0,Positive
111.59,96.1,Sunday,Evening,15.12,2.0,Negative
85.04,63.07,Friday,Morning,,3.0,Neutral
35.21,61.54,Monday,Evening,89.58,1.0,Positive
60.08,68.3,Wednesday,Morning,,3.0,Positive
,21.22,Thursday,Evening,94.4,1.0,Neutral
49.65,46.68,Saturday,Night,13.28,2.0,Positive
96.22,71.14,Tuesday,Morning,,2.0,Neutral
39.67,66.79,Thursday,Evening,71.08,0.0,Negative
80.03,83.27,Saturday,Night,,1.0,Negative
11.53,53.28,Monday,Morning,95.1,2.0,Neutral
81.37,71.52,Friday,Evening,,2.0,Neutral
119.09,27.4,Wednesday,Evening,36.05,1.0,Positive
,94.23,Monday,Afternoon,68.92,0.0,Positive
9.69,47.0,Monday,Evening,14.3,0.0,Neutral
78.08,81.56,Saturday,Night,95.36,3.0,Negative
42.65,27.09,Monday,Night,47.53,3.0,Positive
116.56,74.48,Tuesday,Morning,47.23,1.0,Positive
75.05,60.1,Friday,Evening,12.81,2.0,Neutral
118.98,26.63,Sunday,Morning,14.24,2.0,Neutral
33.98,72.47,Tuesday,Afternoon,8.8,2.0,Negative
,78.36,Thursday,Morning,51.21,1.0,Positive
17.67,69.22,Saturday,Afternoon,53.68,2.0,Negative
99.4,46.61,Wednesday,Afternoon,93.05,3.0,Neutral
118.46,40.52,Saturday,Afternoon,39.48,1.0,Neutral
86.01,93.81,Saturday,Evening,36.58,1.0,Positive
97.78,78.78,Tuesday,Morning,0.83,1.0,Positive
,28.93,Thursday,Afternoon,,1.0,Negative
74.05,62.13,Thursday,Evening,26.53,0.0,Positive
81.04,49.61,Monday,Afternoon,78.69,3.0,Positive
31.46,34.44,Saturday,Night,66.28,2.0,Neutral
76.09,56.4,Monday,Evening,99.56,2.0,Negative
,63.19,Friday,Night,61.84,0.0,Neutral
14.73,57.95,Friday,Night,0.89,0.0,Neutral
69.92,86.57,Saturday,Evening,79.02,0.0,Neutral
87.57,33.39,Wednesday,Evening,,1.0,Positive
115.68,76.36,Friday,Night,,3.0,Neutral
69.07,80.69,Sunday,Evening,17.06,3.0,Negative
65.04,81.4,Monday,Morning,69.77,0.0,Negative
76.22,59.91,Tuesday,Night,,1.0,Neutral
46.83,26.14,Friday,Morning,97.31,3.0,Neutral
42.34,87.72,Friday,Evening,52.41,0.0,Neutral
,87.48,Saturday,Morning,,0.0,Positive
87.15,33.06,Monday,Afternoon,,1.0,Positive
35.94,31.84,Friday,Morning,82.7,1.0,Positive
81.11,42.18,Monday,Afternoon,76.33,0.0,Positive
111.77,23.33,Tuesday,Night,42.51,2.0,Positive
110.18,72.29,Tuesday,Evening,21.46,3.0,Neutral
42.76,64.96,Friday,Night,22.36,3.0,Neutral
103.25,80.08,Tuesday,Morning,1.71,0.0,Neutral
63.71,59.76,Tuesday,Morning,87.22,0.0,Negative
72.07,64.09,Wednesday,Morning,,1.0,Neutral
46.91,39.7,Monday,Night,50.2,0.0,Positive
94.17,88.07,Sunday,Morning,38.65,0.0,Negative
30.83,59.78,Thursday,Morning,,3.0,Neutral
33.71,99.31,Tuesday,Night,17.85,3.0,Negative
66.92,86.52,Monday,Night,52.51,1.0,Positive
115.19,80.71,Wednesday,Afternoon,,2.0,Positive
35.18,64.11,Wednesday,Morning,47.88,1.0,Negative
65.34,50.71,Monday,Evening,48.22,2.0,Negative
53.94,63.54,Sunday,Night,,0.0,Positive
94.09,30.17,Monday,Morning,57.3,3.0,Negative
68.97,89.37,Saturday,Evening,50.07,3.0,Negative
71.18,73.07,Wednesday,Evening,90.85,2.0,Neutral
19.58,59.4,Saturday,Evening,88.59,2.0,Negative
96.74,34.86,Thursday,Morning,92.35,0.0,Positive
49.16,62.89,Saturday,Morning,,3.0,Neutral
113.91,72.52,Wednesday,Night,27.31,2.0,Neutral
76.67,39.76,Monday,Afternoon,55.4,1.0,Positive
103.28,94.03,Sunday,Evening,62.87,2.0,Positive
13.59,54.71,Wednesday,Evening,51.01,1.0,Neutral
85.51,58.45,Thursday,Night,86.42,1.0,Positive
30.05,52.76,Monday,Evening,24.19,1.0,Neutral
84.85,28.53,Sunday,Morning,56.06,2.0,Negative
76.01,69.37,Wednesday,Afternoon,8.77,1.0,Positive
119.52,88.01,Tuesday,Evening,9.41,3.0,Neutral
19.05,79.17,Tuesday,Evening,55.33,1.0,Positive
42.18,76.28,Monday,Afternoon,38.62,1.0,Positive
104.49,26.39,Thursday,Morning,,3.0,Positive
51.26,44.68,Thursday,Morning,,3.0,Positive
15.07,71.02,Saturday,Morning,68.96,1.0,Neutral
31.57,60.58,Sunday,Night,80.58,0.0,Negative
92.47,66.41,Tuesday,Afternoon,0.63,0.0,Positive
71.73,56.6,Sunday,Afternoon,23.77,3.0,Neutral
106.79,62.97,Thursday,Afternoon,61.56,1.0,Positive
104.39,20.75,Sunday,Morning,,2.0,Negative
63.16,68.11,Friday,Morning,2.94,2.0,Negative
68.17,53.39,Thursday,Morning,71.13,0.0,Neutral
30.87,70.51,Friday,Morning,48.72,2.0,Positive
103.44,85.51,Friday,Night,,2.0,Positive
85.32,45.51,Sunday,Evening,6.48,1.0,Positive
49.3,31.3,Tuesday,Evening,36.95,2.0,Negative
116.98,22.61,Thursday,Night,29.61,3.0,Positive
39.97,92.15,Wednesday,Evening,,2.0,Neutral
111.03,72.1,Monday,Morning,83.1,1.0,Positive
82.83,39.58,Sunday,Night,74.05,0.0,Neutral
31.37,29.11,Tuesday,Afternoon,31.56,3.0,Negative
80.29,89.16,Sunday,Afternoon,71.0,1.0,Negative
,95.12,Tuesday,Afternoon,41.17,1.0,Positive
94.43,79.16,Monday,Morning,,1.0,Negative
82.68,84.86,Monday,Afternoon,64.53,0.0,Positive
59.41,87.14,Wednesday,Night,67.24,1.0,Negative
,71.91,Wednesday,Evening,89.81,0.0,Negative
26.68,41.43,Sunday,Evening,29.63,3.0,Negative
5.83,88.79,Tuesday,Evening,,1.0,Neutral
72.8,26.12,Friday,Evening,56.14,0.0,Positive
31.81,46.52,Tuesday,Evening,,1.0,Neutral
27.72,24.74,Tuesday,Night,98.44,2.0,Positive
82.25,51.32,Saturday,Evening,,1.0,Negative
67.57,26.32,Monday,Morning,,3.0,Negative
,92.1,Wednesday,Night,39.12,0.0,Neutral
26.81,91.52,Monday,Morning,94.19,1.0,Positive
119.69,49.03,Tuesday,Evening,,3.0,Positive
43.87,74.83,Sunday,Afternoon,38.35,0.0,Neutral
78.85,66.89,Thursday,Afternoon,25.25,0.0,Positive
55.97,41.46,Saturday,Evening,67.61,0.0,Negative
49.41,60.8,Sunday,Evening,67.96,0.0,Neutral
104.26,79.11,Sunday,Evening,72.53,3.0,Neutral
25.18,89.9,Wednesday,Afternoon,58.78,1.0,Neutral
32.88,40.17,Sunday,Morning,25.26,1.0,Positive
,58.63,Thursday,Evening,,2.0,Neutral
96.92,67.46,Monday,Night,6.61,3.0,Positive
35.05,89.85,Wednesday,Evening,88.08,1.0,Neutral
46.38,38.03,Monday,Afternoon,92.03,0.0,Neutral
87.53,23.64,Saturday,Evening,10.67,2.0,Negative
33.69,26.61,Saturday,Evening,51.75,3.0,Negative
116.71,92.58,Tuesday,Night,35.16,1.0,Neutral
116.3,89.79,Thursday,Afternoon,13.17,0.0,Negative
114.09,67.52,Sunday,Night,73.98,1.0,Neutral
23.44,64.59,Saturday,Afternoon,51.39,1.0,Neutral
42.99,93.86,Wednesday,Afternoon,,1.0,Neutral
12.17,65.04,Sunday,Afternoon,34.06,1.0,Neutral
,93.4,Monday,Night,68.53,3.0,Neutral
,24.5,Friday,Evening,,1.0,Neutral
,67.53,Saturday,Morning,40.89,0.0,Negative
,84.51,Friday,Evening,89.98,3.0,Negative
14.6,99.02,Wednesday,Morning,79.48,0.0,Positive
81.54,67.41,Sunday,Afternoon,,3.0,Neutral
109.08,87.06,Monday,Evening,,1.0,Negative
20.96,72.18,Wednesday,Afternoon,48.73,2.0,Neutral
9.87,51.37,Saturday,Night,,3.0,Positive
22.34788985,25.64,Saturday,Night,23.56,2.0,Positive
72.34,63.65,Monday,Evening,94.9,2.0,Positive
82.9,95.46,Thursday,Night,46.49,0.0,Negative
22.14,42.41,Monday,Morning,56.84,3.0,Neutral
34.77,90.52,Tuesday,Afternoon,34.07,2.0,Neutral
102.36,63.7,Thursday,Night,34.06,3.0,Positive
111.59,94.11,Wednesday,Night,99.44,1.0,Positive
38.99,21.2,Saturday,Night,93.95,2.0,Neutral
66.06,47.93,Sunday,Morning,,1.0,Neutral
82.01,69.45,Tuesday,Evening,18.11,2.0,Positive
81.52,34.52,Sunday,Evening,2.08,0.0,Neutral
67.97,50.84,Thursday,Morning,47.2,0.0,Negative
62.46,54.38,Monday,Afternoon,90.47,2.0,Positive
96.38,64.42,Monday,Night,93.37,2.0,Positive
79.11,23.72,Friday,Night,22.57,0.0,Negative
67.86,78.38,Sunday,Evening,69.35,1.0,Negative
48.95,74.33,Friday,Morning,40.77,0.0,Positive
,44.08,Tuesday,Night,81.24,0.0,Negative
46.53,92.2,Friday,Evening,37.4,1.0,Negative
95.64,83.7,Saturday,Evening,77.59,0.0,Neutral
39.15,26.19,Tuesday,Night,89.44,1.0,Negative
36.17,96.09,Saturday,Night,65.83,1.0,Neutral
20.8,90.8,Monday,Evening,94.48,3.0,Neutral
93.99,85.56,Monday,Night,94.21,0.0,Negative
,80.65,Monday,Afternoon,,0.0,Neutral
,58.17,Saturday,Morning,64.29,0.0,Neutral
111.12,34.87,Saturday,Afternoon,13.39,1.0,Positive
110.6,69.89,Sunday,Night,84.65,1.0,Positive
24.94,88.62,Thursday,Morning,49.9,1.0,Neutral
117.28,75.15,Saturday,Morning,45.95,3.0,Neutral
,40.43,Saturday,Night,,1.0,Positive
51.59,39.87,Monday,Afternoon,96.09,0.0,Negative
31.69,61.8,Wednesday,Evening,69.97,1.0,Neutral
22.09,54.09,Saturday,Evening,99.25,1.0,Negative
5.41,83.96,Wednesday,Night,28.04,0.0,Negative
107.25,62.56,Thursday,Morning,39.47,3.0,Positive
78.83,54.38,Tuesday,Night,70.29,2.0,Positive
65.21,27.95,Friday,Night,39.26,2.0,Positive
94.26,51.67,Sunday,Night,15.07,2.0,Positive
104.53,32.89,Friday,Evening,90.22,1.0,Neutral
75.04,24.26,Friday,Morning,70.99,0.0,Positive
36.94,26.94,Monday,Morning,45.56,2.0,Neutral
31.4,69.6,Friday,Afternoon,,3.0,Neutral
75.42,66.1,Thursday,Evening,40.89,3.0,Neutral
99.93,82.56,Wednesday,Night,68.13,1.0,Positive
82.68,92.84,Tuesday,Morning,65.88,1.0,Neutral
71.13,93.31,Friday,Afternoon,60.15,3.0,Negative
43.82,22.38,Monday,Night,52.01,1.0,Positive
94.54,51.9,Sunday,Morning,71.42,3.0,Neutral
29.28,77.13,Sunday,Afternoon,35.02,1.0,Neutral
89.38,82.54,Thursday,Evening,82.59,1.0,Negative
63.71,67.06,Thursday,Night,87.79,1.0,Negative
91.07,83.82,Monday,Night,82.87,2.0,Neutral
70.06,20.79,Saturday,Evening,70.52,0.0,Neutral
98.53,85.53,Thursday,Evening,68.0,3.0,Negative
81.99,26.66,Sunday,Afternoon,52.02,1.0,Neutral
27.4,92.78,Saturday,Afternoon,,2.0,Positive
,67.21,Wednesday,Evening,32.21,2.0,Neutral
33.28,59.37,Sunday,Afternoon,73.68,1.0,Neutral
15.0,96.99,Saturday,Evening,,1.0,Positive
,20.09,Wednesday,Afternoon,72.12,0.0,Positive
18.11,27.35,Saturday,Afternoon,,1.0,Positive
67.38,29.37,Friday,Evening,14.71,2.0,Positive
86.96,53.41,Wednesday,Morning,36.93,1.0,Neutral
50.76,44.56,Friday,Afternoon,38.75,0.0,Neutral
85.17,86.93,Monday,Afternoon,47.77,2.0,Neutral
37.02,50.77,Tuesday,Evening,87.17,2.0,Positive
45.24,96.42,Thursday,Morning,89.09,0.0,Negative
,81.25,Saturday,Night,48.82,0.0,Positive
116.64,32.66,Tuesday,Night,,0.0,Neutral
52.83,50.92,Sunday,Night,39.15,3.0,Positive
96.09,29.32,Tuesday,Afternoon,8.09,2.0,Neutral
54.21,75.95,Tuesday,Morning,26.26,1.0,Positive
14.68,67.24,Monday,Afternoon,24.32,1.0,Positive
52.29,92.79,Saturday,Afternoon,26.83,1.0,Positive
8.14,95.43,Monday,Morning,0.29,1.0,Negative
,91.82,Sunday,Evening,,3.0,Neutral
49.31,33.69,Tuesday,Morning,66.88,2.0,Negative
25.41,53.04,Wednesday,Morning,,3.0,Neutral
113.98,49.89,Friday,Night,85.98,1.0,Negative
64.89,51.55,Sunday,Evening,,0.0,Positive
,50.79,Saturday,Afternoon,27.99,1.0,Negative
81.92,92.13,Wednesday,Evening,,0.0,Neutral
13.33,25.55,Tuesday,Night,20.1,3.0,Negative
95.14,40.09,Wednesday,Night,26.83,1.0,Negative
39.69,58.77,Monday,Night,41.14,0.0,Negative
94.15,37.14,Wednesday,Evening,41.5,2.0,Neutral
97.17,39.07,Sunday,Morning,42.22,0.0,Neutral
12.53,29.47,Friday,Afternoon,,2.0,Negative
,63.01,Sunday,Evening,19.58,1.0,Neutral
60.37,35.85,Tuesday,Night,4.6,1.0,Positive
49.01,40.06,Friday,Morning,38.29,1.0,Neutral
24.86,21.91,Friday,Evening,58.29,3.0,Positive
64.55,71.78,Friday,Evening,82.91,1.0,Neutral
16.26,89.38,Saturday,Afternoon,99.49,0.0,Neutral
62.73,46.72,Thursday,Morning,58.78,0.0,Positive
44.4,56.43,Saturday,Morning,36.95,1.0,Negative
,76.4,Tuesday,Morning,2.0,3.0,Positive
79.92,38.55,Monday,Morning,22.72,0.0,Neutral
10.48,26.63,Monday,Evening,99.59,3.0,Negative
36.34,69.7,Monday,Afternoon,97.08,0.0,Neutral
23.51,96.24,Sunday,Night,90.36,3.0,Negative
14.11,40.51,Tuesday,Evening,,0.0,Positive
98.61,72.98,Wednesday,Morning,,3.0,Neutral
62.59,55.21,Friday,Evening,63.33,0.0,Neutral
92.47,47.66,Saturday,Afternoon,10.48,0.0,Positive
72.39,69.63,Sunday,Morning,90.56,1.0,Neutral
29.61,60.79,Tuesday,Night,26.7,1.0,Neutral
20.16,56.68,Tuesday,Morning,,3.0,Neutral
32.91,79.42,Wednesday,Afternoon,99.55,1.0,Positive
27.83,54.67,Sunday,Afternoon,56.72,2.0,Neutral
59.32,52.71,Tuesday,Evening,57.35,3.0,Neutral
118.71,27.72,Sunday,Morning,56.53,2.0,Negative
102.84,99.27,Friday,Morning,53.2,0.0,Positive
89.41,61.23,Friday,Afternoon,48.17,0.0,Positive
76.43,48.09,Thursday,Afternoon,50.67,1.0,Positive
71.91,82.35,Thursday,Morning,23.98,3.0,Positive
103.61,31.76,Sunday,Afternoon,80.74,0.0,Positive
70.03,53.85,Friday,Night,53.32,3.0,Neutral
42.16,71.98,Friday,Afternoon,39.46,2.0,Positive
58.23,57.68,Tuesday,Night,66.27,2.0,Negative
98.62,31.49,Saturday,Night,,3.0,Positive
68.86,67.68,Monday,Afternoon,13.25,1.0,Positive
35.78,72.99,Thursday,Evening,46.38,1.0,Neutral
62.73,59.52,Wednesday,Morning,62.02,2.0,Neutral
94.94,44.3,Friday,Night,71.52,2.0,Negative
,91.33,Saturday,Evening,63.14,2.0,Neutral
17.02,96.73,Thursday,Night,27.22,0.0,Positive
,94.1,Monday,Morning,,3.0,Negative
69.56,70.83,Monday,Morning,94.1,3.0,Neutral
61.34,73.24,Saturday,Night,,3.0,Neutral
24.68,46.79,Monday,Night,13.92,2.0,Negative
77.59,85.51,Tuesday,Night,85.04,2.0,Negative
85.29,43.76,Thursday,Evening,6.65,1.0,Negative
111.14,27.4,Monday,Afternoon,2.88,1.0,Positive
117.24,60.08,Saturday,Night,,1.0,Positive
6.6,67.54,Friday,Evening,,3.0,Negative
91.33,88.82,Wednesday,Night,,0.0,Positive
,85.93,Sunday,Afternoon,12.93,1.0,Positive
81.02,48.5,Monday,Afternoon,40.28,0.0,Negative
65.39,79.59,Friday,Morning,65.78,0.0,Positive
,55.03,Thursday,Evening,10.74,1.0,Positive
43.04,30.93,Wednesday,Night,55.28,2.0,Neutral
118.31,89.22,Friday,Evening,44.2,0.0,Positive
28.1,60.15,Monday,Morning,24.35,2.0,Neutral
113.93,47.14,Sunday,Night,9.22,3.0,Positive
56.82,72.79,Monday,Night,21.69,1.0,Positive
104.51,45.28,Thursday,Night,53.12,1.0,Negative
102.02,26.23,Friday,Evening,37.42,3.0,Neutral
115.02,82.76,Monday,Afternoon,47.55,0.0,Positive
105.69,76.29,Tuesday,Afternoon,,0.0,Negative
110.68,27.87,Monday,Night,,3.0,Neutral
19.77,79.66,Sunday,Afternoon,29.63,2.0,Positive
50.98,49.81,Sunday,Night,7.93,0.0,Negative
50.34,36.22,Monday,Evening,25.46,2.0,Neutral
114.55,98.95,Wednesday,Afternoon,2.37,1.0,Negative
101.64,26.86,Saturday,Morning,56.38,0.0,Neutral
11.01,83.29,Monday,Evening,33.92,3.0,Neutral
30.69,99.6,Wednesday,Afternoon,90.74,3.0,Negative
119.01,53.23,Wednesday,Morning,92.57,2.0,Negative
62.73,63.5,Tuesday,Evening,20.07,0.0,Neutral
9.61,96.99,Monday,Evening,13.02,2.0,Negative
115.35,79.25,Friday,Night,73.68,0.0,Negative
80.4,70.52,Monday,Evening,12.09,1.0,Positive
76.07,45.73,Thursday,Morning,53.7,1.0,Neutral
70.03,39.25,Wednesday,Morning,,2.0,Positive
57.65,77.29,Saturday,Night,48.89,2.0,Neutral
115.68,87.83,Monday,Night,89.24,2.0,Negative
39.24,50.33,Tuesday,Afternoon,69.58,0.0,Neutral
54.74,58.49,Sunday,Morning,,3.0,Positive
47.48,57.14,Sunday,Night,66.24,3.0,Positive
70.53,24.17,Tuesday,Morning,4.46,3.0,Neutral
,31.74,Saturday,Night,49.08,0.0,Negative
47.46,64.02,Monday,Morning,46.53,2.0,Negative
82.006,86.41,Friday,Evening,63.84,0.0,Negative
,53.34,Monday,Afternoon,36.58,0.0,Neutral
10.34,56.76,Wednesday,Morning,55.06,0.0,Neutral
92.88,39.89,Wednesday,Morning,85.77,3.0,Positive
98.81,45.68,Monday,Morning,22.94,0.0,Neutral
64.08,30.37,Saturday,Evening,52.32,1.0,Negative
39.77,50.76,Friday,Afternoon,3.6,1.0,Neutral
103.96,31.98,Tuesday,Afternoon,0.22,0.0,Positive
58.03,24.59,Monday,Night,,1.0,Positive
99.01,62.91,Wednesday,Night,12.66,1.0,Negative
26.76,70.57,Saturday,Morning,58.29,3.0,Neutral
56.14,87.05,Wednesday,Night,56.09,1.0,Neutral
83.96,54.84,Tuesday,Morning,62.08,3.0,Negative
,34.67,Tuesday,Night,,3.0,Neutral
49.99,24.35,Friday,Evening,39.78,1.0,Negative
32.41,40.03,Sunday,Night,14.66,2.0,Neutral
15.09,36.82,Sunday,Night,58.36,3.0,Positive
21.22,59.24,Friday,Evening,65.38,1.0,Negative
98.79,95.19,Thursday,Afternoon,65.91,2.0,Neutral
65.31,74.53,Friday,Afternoon,44.48,0.0,Neutral
,52.7,Friday,Morning,87.19,1.0,Neutral
,79.24,Tuesday,Afternoon,,1.0,Positive
21.43,79.93,Tuesday,Night,75.72,0.0,Neutral
114.03,67.22,Saturday,Morning,,2.0,Neutral
34.24,53.42,Thursday,Evening,58.24,3.0,Negative
59.93,31.86,Tuesday,Evening,47.22,0.0,Negative
70.93,29.68,Sunday,Afternoon,7.21,3.0,Negative
117.94,81.35,Tuesday,Morning,94.82,1.0,Neutral
31.54,67.15,Friday,Morning,86.81,0.0,Neutral
82.33,24.5,Monday,Night,,3.0,Positive
62.57,37.71,Wednesday,Night,,0.0,Negative
45.8,51.7,Monday,Night,51.77,0.0,Positive
86.63,60.31,Monday,Night,41.01,0.0,Negative
,74.14,Friday,Morning,20.7,0.0,Neutral
97.96,28.57,Saturday,Evening,32.17,1.0,Neutral
8.17,45.84,Monday,Evening,,2.0,Negative
7.15,98.01,Thursday,Afternoon,31.21,1.0,Negative
114.26,45.89,Sunday,Afternoon,42.21,1.0,Neutral
9.61,97.19,Sunday,Evening,35.47,1.0,Negative
25.67,26.47,Monday,Night,83.75,1.0,Positive
75.81,26.99,Saturday,Evening,64.47,2.0,Negative
67.09,79.35,Tuesday,Morning,79.93,3.0,Neutral
70.28,44.45,Sunday,Afternoon,9.65,3.0,Neutral
92.96,23.43,Monday,Afternoon,7.57,0.0,Positive
74.34,41.45,Tuesday,Evening,45.37,1.0,Positive
79.75,38.73,Sunday,Night,89.76,0.0,Positive
,38.23,Wednesday,Night,48.0,2.0,Neutral
27.4,89.79,Wednesday,Night,78.65,2.0,Positive
,26.93,Sunday,Night,55.53,1.0,Neutral
58.26,86.72,Thursday,Afternoon,69.96,2.0,Positive
30.71,85.05,Wednesday,Morning,86.72,1.0,Positive
41.17,64.56,Sunday,Morning,,2.0,Positive
75.02,42.18,Thursday,Night,57.38,2.0,Neutral
53.27,82.39,Thursday,Night,29.66,2.0,Positive
39.48,65.89,Friday,Morning,17.48,1.0,Positive
87.9,79.86,Friday,Night,45.06,0.0,Negative
31.4,65.99,Thursday,Morning,58.49,2.0,Positive
67.02,79.83,Wednesday,Afternoon,18.06,1.0,Positive
31.45,27.93,Thursday,Afternoon,53.27,2.0,Neutral
115.0,45.32,Tuesday,Afternoon,61.55,0.0,Positive
77.46,29.54,Sunday,Night,58.71,1.0,Negative
94.9,64.68,Tuesday,Night,44.49,1.0,Negative
75.06,71.0,Tuesday,Morning,89.31,3.0,Positive
65.69,43.86,Monday,Night,53.4,0.0,Neutral
114.37,76.75,Friday,Night,19.62,3.0,Negative
49.47,86.41,Sunday,Afternoon,,1.0,Negative
,59.89,Saturday,Evening,62.83,1.0,Positive
,24.69,Tuesday,Morning,50.96,2.0,Neutral
99.69,24.91,Monday,Night,58.14,0.0,Positive
53.16,35.87,Thursday,Evening,2.87,1.0,Positive
47.8,21.74,Saturday,Morning,34.05,0.0,Negative
27.36,66.43,Thursday,Afternoon,27.23,1.0,Positive
115.72,26.27,Monday,Night,46.7,1.0,Negative
106.3,65.39,Wednesday,Afternoon,47.79,0.0,Neutral
118.18,86.8,Friday,Evening,43.4,0.0,Neutral
115.1,47.56,Thursday,Morning,90.08,2.0,Positive
64.21,24.7,Wednesday,Night,81.21,0.0,Positive
82.82,39.76,Monday,Evening,70.46,3.0,Negative
97.94,80.07,Monday,Night,33.5,0.0,Positive
6.6,67.28,Sunday,Evening,,3.0,Neutral
46.97,52.22,Friday,Morning,,3.0,Positive
,77.81,Monday,Evening,,2.0,Positive
71.93,81.62,Tuesday,Night,43.66,1.0,Neutral
95.74,21.36,Friday,Night,,2.0,Positive
37.72,82.04,Wednesday,Night,,0.0,Negative
9.26,64.77,Wednesday,Evening,6.65,2.0,Positive
94.2,85.81,Monday,Night,75.1,1.0,Neutral
39.02,50.96,Sunday,Night,59.0,0.0,Neutral
30.57,53.82,Sunday,Morning,48.98,1.0,Positive
,86.49,Friday,Afternoon,56.78,0.0,Neutral
41.84,55.68,Friday,Afternoon,93.19,3.0,Positive
98.14,87.16,Wednesday,Afternoon,,2.0,Negative
94.63,79.83,Friday,Night,84.83,1.0,Positive
91.21,62.06,Friday,Evening,49.13,0.0,Negative
97.86,63.78,Friday,Morning,83.17,1.0,Negative
97.7,54.13,Tuesday,Evening,18.03,2.0,Negative
102.07,32.51,Friday,Evening,10.97,3.0,Neutral
13.55,54.33,Sunday,Morning,,1.0,Neutral
61.71,34.44,Friday,Afternoon,47.09,3.0,Neutral
107.29,33.59,Friday,Morning,40.54,3.0,Neutral
87.13,37.85,Sunday,Night,41.79,1.0,Positive
118.53,37.41,Saturday,Afternoon,37.95,0.0,Positive
28.76,84.65,Friday,Morning,19.88,0.0,Positive
34.7,63.07,Thursday,Afternoon,54.74,1.0,Neutral
33.46,75.41,Monday,Evening,60.96,2.0,Neutral
85.28,57.78,Thursday,Evening,30.2,1.0,Positive
66.02,69.76,Wednesday,Evening,93.54,3.0,Positive
